firstName,middleName,lastName,suffix,aliasFirstName,aliasMiddleName,aliasLastName,aliasSuffix,dob,pobCountry,pobState,pobCity,pobCounty,sex,race,ssn,hairColor,eyeColor,height,weight,street1,street2,city,state,postalCode,country,homeTelephone,businessTelephone,mobileTelephone,pagerTelephone,faxTelephone,email,citizenship,naturalizationDate,passportCountry,passportNumber,passportType,visaNumber,visaType,visaClassOfAdmissionClassificationCode,birthAbroadCertificationId,certificateOfCitizenshipNumber,alienNumber,i94ArrivalDepartureFormNumber,certificateOfNaturalizationNumber,ds1350CertificationOfBirthAbroad,citizenshipCertificateId,admissionId,employerName,employerStreet1,employerStreet2,employerCity,employerState,employerPostalCode,employerCountry,employerEmail,employerTelephone,employerPOC,caseProgram,caseSubprogram,airportCode,fingerprintFileName,fingerprintCaseNumber,badgeId,badgeIssueDate,badgeExpirationDate,badgeAirportCode,badgeLocalType,badgeArea,badgeAccessSIDA,badgeAccessSterileArea,badgeAccessAOA,badgeAccessSecured,badgeAccessPublicArea,badgeAccessRT,badgeStatus,badgeChangeReason 
OLEN,,ZAR,,DEMARCUS,MARLIN,ELTRINGHAM,,11/24/1958,PCN,,,,U,I,420268315,ONG,HAZ,78,1046,4161 EDITH PL,,Hanover Park,AK,67338-3201,AFG,5368090190,8392283228,659-254-3202,(607)3481501,583-311-4726,OLEN.ZAR1958@FENG.CO.UK,USA,,USA,8239343604,M,,,2E8E30WPSL,,,,,,,,,Burger King,6440 OLIVE GREEN,OFFICE 87,Newport News,MI,30398-7178,VUT,JOHNATHAN HLAVKA@Burger King.COM,342-943-4388,JOHNATHAN HLAVKA,AW,FPO,UNK,OLEN_ZAR_CP3HDB.eft,,RK9GK,08/27/2001,08/27/2002,HUJ,Black,Concourse A,True,True,False,True,False,False,S,Employer Direction
RICKEY,,MOLLENKOPF,,BUCK,LENNY,OGANYAN,,07/22/1954,USA,OH,Davie,Weston county,U,I,392936992,SDY,XXX,68,268,2751 MERIDIAN,ROOM 456,San Antonio,KY,67239,VUT,(403)2380806,(585)3048124,4146449543,8797824873,2114819431,RICKEY.MOLLENKOPF1954@DQVL.GOV,USA,,USA,6011467798,P,DEW9209,P-3,U3F0AA1CQB,QQ5LD7QGTD,DO9FZZS0,,,CUBGPAA8R,RC69GW,ISWV52YUG8,L3VQH3OI,Alcon,6612 VALLEY PLACE,APARTMENT # 223,Cambridge,OK,52158,ARE,DEAN CANTERBURY@Alcon.COM,(717)5851042,DEAN CANTERBURY,ACP,FPO,CRW,RICKEY_MOLLENKOPF_IL27BS.eft,,B0I51,08/24/2008,08/24/2009,VTS,Blue,Concourse B,False,True,False,True,True,True,A,
PORTER,,MICHAND,,ANTWAN,,AFFRONTI,,04/27/1910,USA,OR,Fremont,,U,W,346153632,BLK,HAZ,59,559,6900 CATLETT ROAD,ROOM 272,Keizer,PA,24409-6436,BHS,749-463-5979,3322088276,(316)4766291,7333826697,(622)9596166,PORTER.MICHAND1910@JTDF.EDU,UGA,,USA,4649975042,P,,,L1C75HEE19,,,A230530726,58799445462,,,,,NetApp,2084 BARBADOS,ROOM # 189,Spokane Valley,NV,71404,COD,WELDON KOERNER@NetApp.COM,(522)2053937,WELDON KOERNER,ACP,FPO,ALM,PORTER_MICHAND_ZJI98X.eft,,I57Q5,07/24/2000,07/24/2001,TPY,Yellow,Terminal 2,False,False,True,True,False,False,R,TSA Direction
JAMEY,STEVIE,MINION,,CARMELO,KELLEY,BORBON,,10/25/1964,BRA,,,,M,B,568625057,GRN,GRN,100,760,4990 DAY LILY PL,,Spokane,MA,60623-8693,CRI,(982)4661580,7566579349,814-572-4247,2052872116,781-346-3743,JAMEY.MINION1964@XFKZ.NET,USA,,USA,6791963795,P,,,4OXIFUE029,,,,,,,,,LeGrand,4612 KING JAMES WAY,,Reno,TX,79069-2865,MAR,REGGIE HIRSCHY@LeGrand.GOV,4456211749,REGGIE HIRSCHY,GA,PCS-PFP,FOD,,FAKE345811,,,,,,,,,,,,,,
SYLVESTER,,CLAUSS,VI,EDDY,ARLIE,SANDBERG,,03/21/1920,SLE,,,,M,A,657862922,BLK,BLU,50,33,202 HARTFORD HIGHWAY,,Wheaton,MI,83392,LKA,(801)5554860,585-262-7821,7233330529,8248616364,372-503-4457,SYLVESTER.CLAUSS@FFJD.GOV,NIU,,USA,9506746694,M,,,CZEJDHSA0G,,,A315975872,35337989277,,,,,General Mills,6114 JASON,,Fair Lawn,SC,55364-2515,FRO,KENDALL AHLBORN@General Mills.ORG,(612)3301816,KENDALL AHLBORN,AW,FPO,SBY,SYLVESTER_CLAUSS_2116Y8.eft,,81UJI,03/24/2002,03/24/2003,VSX,Black,Ticketting,False,True,False,False,False,True,NI,Hiring Decision
BRADLEY,DANILO,CASO,,STERLING,,TOKARSKI,,10/26/1931,USA,FL,Garfield,,U,I,356521822,PLE,BLK,106,250,2151 CATTLE CREEK,,Bell,AK,92069-5864,NPL,856-202-7537,3774132842,469-626-3170,3292725349,735-844-4358,BRADLEY.CASO@KICI.EDU,USA,09/21/1967,EST,9497726796,P,PT4A5IZ,R52,Y5C01DO3H0,5NT801OME3,QHI5EB52,,,WNPFPWVTS,FV8R2D,PP4I9L1EEJ,6MWOF5UN,Daikin Industries,9650 ILLINOIS STREET,ROOM 396,Novi,HI,25445,HUN,PETER GRUBA@Daikin Industries.COM,657-617-2665,PETER GRUBA,AW,FPO,MTJ,BRADLEY_CASO_M6PM76.eft,,QADQR,09/25/2008,09/25/2009,LWG,Red,Terminal 1,True,True,True,False,False,False,S,Employer Direction
BENEDICT,,JEWELL,,RALPH,DILLON,PAVLO,,04/27/1939,USA,GA,Owensboro,,U,I,327673737,PLE,BLK,89,566,833 KELLWOOD BOULEVARD,,El Paso,AK,60063-4919,ISL,446-385-6943,(468)3170283,(801)9892784,(399)2540921,800-523-9983,BENEDICT.JEWELL1939@MPUZ.ORG,USA,,KHM,9244211960,M,T9E0N62,EW4,I5VV63B733,WX4DF4BM6O,RWAM5NFG,,,OE1ZM1KMB,1266WM,KBR4BUOY3S,UZKM7TUB,Beiersdorf,9959 COMUS STREET,APARTMENT 365,Poughkeepsie,MN,49087-8894,GHA,QUENTIN EKAS@Beiersdorf.ORG,(645)5920256,QUENTIN EKAS,AW,FPO,ZSJ,BENEDICT_JEWELL_OUJDLL.eft,,,,,,,,,,,,,,,
STUART,RALEIGH,STANDRIDGE,IV,WELDON,LAURENCE,FARIS,,09/21/1922,USA,MD,Fair Lawn,,M,A,332831116,BLN,HAZ,70,650,5906 BALZAC BOULEVARD,APARTMENT 450,Kansas,VA,34907-8480,MUS,(510)7747536,864-275-9578,3156802988,(503)8132938,(243)6763125,STUART.STANDRIDGE1922@NIMX.NET,USA,05/22/2002,USA,2031412320,P,,,3M3INOGTXN,,,,,,,,,Salesforce.com,965 ALDERLEAF RD,APT # 239,New Orleans,HI,89186,GIB,IAN LANKFORD@Salesforce.com.CO.UK,6018858069,IAN LANKFORD,AW,FPO,JHW,STUART_STANDRIDGE_F77BN6.eft,,9DFVS,03/27/2006,03/27/2007,ASH,Black,Terminal 2,True,True,True,True,True,True,NI,Hiring Decision
ALONZO,COURTNEY,BEYL,,SANG,,NEWLAN,,02/21/1930,USA,NE,Fairborn,Brockton county,M,A,474853685,RED,BLK,102,298,1992 CLARY ROAD,APARTMENT # 461,Frisco,DE,80013,USA,575-941-4584,9064019070,7686897156,(580)7833984,872-955-6022,ALONZO.BEYL1930@YDWF.GOV,USA,,NAM,4064611412,D,Y627QM4,E21,2IFFGAVY9Z,47FSPKB5SY,5HBG5RLE,,,STJKPB53I,O5O5XT,0A89TVO79D,L057ASBQ,Reckitt Benckiser Group,3134 OAK PARK STREET,,Tuscaloosa,UT,60588-5767,CUB,ELWOOD BARROSO@Reckitt Benckiser Group.CO.UK,(716)8351725,ELWOOD BARROSO,AW,FPO,LGB,ALONZO_BEYL_OT7GIW.eft,,EMC6S,07/27/2002,07/27/2003,XWJ,Contractor,Baggage Handling,True,False,True,True,True,True,P,
VIRGEN,,HILTON,,DORENE,,MCGHEE,I,07/21/2002,USA,IL,Cleveland Heights,,F,I,211051536,XXX,MAR,38,695,5635 CHOCTAW HWY,,Santa Barbara,IN,94922,CCK,428-945-5297,(444)6531410,(654)7446836,806-399-6036,6615177851,VIRGEN.HILTON2002@OXAJ.COM,USA,03/26/2009,USA,7162301026,P,AIPWK69,GB,27PQTZ6WJ5,LWQ524U0HN,FG13X98E,,,26ABU0XG6,GY6HUM,J9OTRKWK53,83UZ6ODT,Philippine Airlines,5770 ELM GROVE PL,APARTMENT # 344,Mankato,ND,51667,BFA,ROSS LOPAZ@Philippine Airlines.COM,3786381890,ROSS LOPAZ,AW,FPO,WST,VIRGEN_HILTON_RJDI6A.eft,,B9G31,06/24/2008,06/24/2009,IJA,Yellow,Terminal 1,False,False,False,False,True,True,NI,Hiring Decision
TOBY,LANDON,THOMBS,VI,JUNIOR,VALENTINE,BOERSTLER,,08/25/1979,CCK,,,,M,I,289548962,ONG,BLK,52,1323,4292 NAYLOR,,Waukesha,UT,21788-6419,BRA,6712594438,295-704-5679,6173799820,249-349-8109,(892)6037387,TOBY.THOMBS@MWNQ.ORG,USA,,USA,7872753772,M,,,UDYGVVTTH5,,,,,,,,,Secom,5193 TOTTENHAM BLVD,,Warren,SD,57375,PRY,ARNOLD JEDZINIAK@Secom.NET,474-444-2772,ARNOLD JEDZINIAK,AW,FPO,TWF,TOBY_THOMBS_JDT1GD.eft,,P42HW,03/24/2000,03/24/2001,AFK,Security,Tarmac,True,True,False,False,False,True,R,Resignation
RAMIRO,KURT,DOGAN,SR,DAVE,,VANLEW,VI,07/22/2003,USA,IL,Bowie,Bowie county,M,I,393574177,BRO,GRN,33,719,7535 SHIPPEN BLVD,,Lake Forest,FL,24378,GAB,6335115451,643-918-2620,2593179580,4244184963,8912219346,RAMIRO.DOGAN2003@CQZH.ORG,USA,03/23/2008,USA,7086257615,D,,,XV26Z60JW3,,,,,,,,,Continental Airlines,2515 SHANNON VIEW PL,,Franklin,ME,48406,NOR,WALKER RACO@Continental Airlines.EDU,(281)3985877,WALKER RACO,GA,TFS-PFP,YBZ,,FAKE364269,,,,,,,,,,,,,,
DEANGELO,FRANKLIN,GRINSTEAD,,JAMAAL,GALEN,MILE,JR,05/27/1914,USA,OH,Lenexa,Burton county,U,I,428544491,XXX,HAZ,79,821,2574 TALLY HO PLACE,APARTMENT 452,Washington,GA,58019-6637,BGD,487-723-7415,(686)3108777,986-702-7748,(594)3638466,(564)4721673,DEANGELO.GRINSTEAD@GRZK.ORG,USA,03/26/1922,USA,2937635687,D,,,BIUOQ8E14Q,,,,,,,,,Rolls-Royce Holdings,2750 PARKVIEW PLACE,,Milwaukee,WY,40314,GRL,ANDREW SHEFTE@Rolls-Royce Holdings.ORG,(639)7416501,ANDREW SHEFTE,ACP,FPO,MCN,DEANGELO_GRINSTEAD_2Y8DB1.eft,,JJXQW,06/23/2003,06/23/2004,BQH,Blue,Tarmac,False,True,False,False,False,False,S,Employer Direction
KENNETH,ABE,SCHRONCE,,DWIGHT,,BATARSE,,04/24/1916,USA,WI,Shelton,Beavercreek county,U,B,575719785,BRY,MUL,37,953,4833 28TH,APARTMENT 419,Pocatello,MO,61038,TKM,(406)6466958,371-317-5702,4714505562,754-318-5346,5594398653,KENNETH.SCHRONCE@FBOY.ORG,SWE,,USA,7719146459,M,,,MLYDUEGNMF,,,A890794680,55513277138,,,,,Fresenius SE,5297 DRAY,APARTMENT 229,New Brunswick,AK,50630-5148,VEN,LINDSEY STAINBACH@Fresenius SE.NET,(235)3018281,LINDSEY STAINBACH,AW,FPO,YKQ,KENNETH_SCHRONCE_UY1UEK.eft,,E0UDZ,03/25/2005,03/25/2006,WPS,Yellow,Concourse A,True,False,False,True,True,False,P,
BRYCE,WINFORD,MINIUM,,JOSPEH,FRANK,COTTMAN,,04/25/1930,PNG,,,,U,A,560281235,BRO,PNK,96,534,413 SHANNON VALLEY,,Gurnee,NJ,53410-7168,NPL,(230)9108863,(370)8630387,440-420-5233,7677824925,(873)8712820,BRYCE.MINIUM@ZULD.EDU,USA,10/22/1931,USA,5340513333,M,,,1TTRKCB23M,,,,,,,,,Airkenya,9636 NAISMITH,APT # 428,Blacksburg,OK,44413,MSR,LENARD GEIB@Airkenya.NET,(445)3540792,LENARD GEIB,ACP,FPO,BLF,BRYCE_MINIUM_A8DLRP.eft,,IO7QX,02/26/2001,02/26/2002,PHB,Security,Baggage Handling,True,False,True,True,False,True,A,
MARCELL,VANNESSA,SWEERS,,LOURIE,KAREEN,SMOKER,,08/24/1937,USA,TX,Winter Springs,,F,I,323901600,GRN,HAZ,38,735,1054 GARVEY,OFFICE # 225,Edmonds,OH,35377,CYM,516-884-9373,2932050165,7404426145,319-629-9580,(968)3981700,MARCELL.SWEERS@STED.COM,USA,,USA,9870417586,P,,,S2V4QU308Z,,,,,,,,,New England Airlines,3877 R RD,,Turlock,MS,27741,TON,HARRISON JACK@New England Airlines.ORG,595-623-7771,HARRISON JACK,GA,DCM-FP,YKM,,,,,,,,,,,,,,,,
KEITH,,WARNKEN,VIII,NAKITA,KRYSTLE,PILLARELLA,,05/21/1997,TJK,,,,F,A,303557188,RED,HAZ,77,739,8663 CEDAR ROAD,,Harlingen,IN,82588-2922,MLT,5823559233,(850)2092919,(321)7378560,803-255-4121,9197272356,KEITH.WARNKEN1997@DZZE.GOV,USA,,USA,4195905378,P,,,GZK4CMWXVE,,,,,,,,,Telos,7425 OLIVE GREEN HWY,,Morgan Hill,ID,89961-3232,GIN,LAVERN HATRIDGE@Telos.COM,(975)4477770,LAVERN HATRIDGE,GA,TFS-FP,COD,,,,,,,,,,,,,,,,
LYDIA,,KALIN,I,MILLY,,MEITNER,JR,04/24/1984,USA,WA,Brookfield,,F,A,333751197,XXX,GRN,52,825,7279 MARY RITA RD,APT # 54,Wheat Ridge,OK,29857-8094,LKA,(849)3959529,5624606167,3254119771,2483998843,(768)2408099,LYDIA.KALIN1984@CEVS.COM,USA,02/22/1990,USA,7130989227,P,,,LCXKPANWEK,,,,,,,,,Subway,9229 ACTON CANYON RD,,Morristown,FL,33252,AGO,RAFAEL GALJOUR@Subway.COM,(746)4581304,RAFAEL GALJOUR,ACP,FPO,MSS,LYDIA_KALIN_G1DPCY.eft,,WJYPT,06/25/2002,06/25/2003,ODM,Black,Tarmac,False,True,True,True,False,False,I,Leave of Absence
ANIBAL,BURTON,SHADLEY,,AUSTIN,HERBERT,SOWINSKI,,02/21/1997,CZE,,,,M,A,467647088,BLN,XXX,82,708,9443 FISHERS ISLAND STREET,,Alexandria,CT,45719-9804,SDN,7785569372,6793557115,(669)4257545,(639)2223237,2379604797,ANIBAL.SHADLEY1997@VEFT.COM,USA,03/26/2001,MRT,5036130000,D,NFHUJ94,TN,L494RZ6CLE,E8A64T9T7E,6OIRI5PX,,,ISPTF1GXC,6PZW2J,RWZG7YNU8C,Y4XPC4TI,Pernod Ricard,8720 BUTLER BLVD,,Leavenworth,DE,89507-5530,UMI,MILFORD FRAIR@Pernod Ricard.ORG,8419870132,MILFORD FRAIR,ACP,FPO,PTH,ANIBAL_SHADLEY_IT272G.eft,,,,,,,,,,,,,,,
ROXANE,,BALD,,ESSIE,,TOULOUSE,,02/24/1913,USA,TN,Calexico,Jackson county,F,A,556685916,PLE,GRN,58,284,7290 COLTSFOOT PL,SUITE # 393,Peabody,PA,78311,COD,4367556699,5792489207,741-442-2787,4513150444,551-684-2450,ROXANE.BALD1913@QBLY.ORG,USA,,USA,2302271643,P,,,GVC48L94Q8,,,,,,,,,Aerosvit,1669 BRONTE PLACE,,Moorpark,UT,51377-5485,GRD,DAVID DUSKIN@Aerosvit.EDU,5623027888,DAVID DUSKIN,GA,PCS-PFP,ILF,,FAKE514425,,,,,,,,,,,,,,
CRUZ,,JOHNSON,IV,BERNARD,,GREENBERG,VI,10/26/1935,SEN,,,,M,U,381307493,RED,XXX,100,487,6867 NORMANDY PL,,Federal Way,KS,86225-4780,MOZ,867-244-4584,894-547-3619,9942792272,483-587-7386,(294)2832589,CRUZ.JOHNSON1935@UTND.GOV,USA,05/27/1989,USA,2959111135,M,PTRKVLB,M-1,T8JLX379YS,1JTYWT9MIN,982AIHF7,,,2JPJS8XKF,IJNUDT,73PJ2B0VW1,ZA8LPC6V,Indian Airlines,1223 WATER OAK,,Gary,CO,97305,KAZ,LONG FELTS@Indian Airlines.NET,(732)8247785,LONG FELTS,GA,PCS-PFP,YGO,,FAKE857878,,,,,,,,,,,,,,
JUAN,,CHIOTTI,,BUCK,,SORATOS,,09/25/2003,USA,OK,Long Beach,,U,W,610601647,XXX,BLK,70,178,4016 EDISON CLUB,,Leavenworth,MA,68288-4896,PRK,893-490-5875,(819)4738236,3095280168,668-815-8901,8034119404,JUAN.CHIOTTI2003@POHI.NET,USA,,RUS,6922955291,M,HV999RN,E22,2VDBY8INP6,BHSOBBE6OK,FOAQJIXJ,,,P9SEHNVIS,4VNX6A,C5QK8A8JLY,AVRTC8WB,Transaero Airline,826 PIEDMONT,APT # 353,El Paso,GA,91943,TWN,KIM CAPWELL@Transaero Airline.NET,(772)7027378,KIM CAPWELL,GA,MDW-PFP,HHH,,FAKE840852,,,,,,,,,,,,,,
MYRA,,PELLETIER,,KAREEN,,BOURNS,JR,04/27/1957,USA,OR,Paris,,F,U,514349695,RED,PNK,86,349,3427 CABRILLO,,Stockton,CT,99687-8148,NFK,336-501-4749,244-469-6530,603-980-5877,494-434-8567,(538)7476072,MYRA.PELLETIER@LRFL.EDU,LSO,,BGD,6640849360,M,DV7Q21D,SC-2,H355F241TG,N8TKAHDPPL,M9K6E1BB,A659812914,25214691946,S958SOW1C,WY24EA,AFDL7JN7UU,NTUIYWBY,BH Airlines,4116 ARCADIA,OFFICE # 277,San Bernardino,AZ,50819-4274,AUT,EDDY SANTMYER@BH Airlines.GOV,564-291-4276,EDDY SANTMYER,AW,FPO,CAE,MYRA_PELLETIER_C05BDS.eft,,N3QJ1,02/25/2007,02/25/2008,ZVR,Red,Concourse A,False,False,False,True,False,True,S,Employer Direction
VIRGILIO,,MCCLINTIC,,MYRON,,COPA,IV,07/25/1938,ESH,,,,U,B,474396022,BLN,MUL,35,566,1252 MOHAVE BOULEVARD,,Kearny,NC,63475,SCG,5548574872,(661)7807560,(633)3522538,661-379-2162,(399)3515802,VIRGILIO.MCCLINTIC1938@UAPD.CO.UK,USA,,KHM,8876720567,M,ZMJN2JP,SF-2,21JM0HBQGL,WP3JFHFA3O,R1CFKFRE,,,LFV8CRD7R,O3KZB0,J9I9KZGEO6,HB4YI9RL,Spanair,5315 JAMES M	MCGEE	JR,SUITE 7,San Jose,ID,26030-6736,BEL,JAROD PENAZ@Spanair.EDU,7325026918,JAROD PENAZ,GA,MDW-PFP,EAR,,FAKE397943,,,,,,,,,,,,,,
LONNIE,,KUBERA,,GERTHA,ADRIANA,JENSVOLD,,10/21/1978,OMN,,,,F,A,631774219,BLU,XXX,34,534,2049 SIBBALD WAY,APARTMENT 198,Worcester,ID,63928,PAK,380-229-7346,(626)5453593,9072735113,554-462-6557,323-316-6398,LONNIE.KUBERA@NACI.COM,USA,,USA,5172808840,P,KOC1BGU,E32,WXHJ2LIZ06,ZPCBL3S2BH,YAJRKO4C,,,7QS0LM9IP,C0RVLC,HQTIYAVWSJ,M76HC6EB,Iberia Airlines,2582 HANSBERRY,,La Crosse,WI,93764-7946,NIU,CLIFTON GRINDER@Iberia Airlines.ORG,511-628-3179,CLIFTON GRINDER,AW,FPO,CDR,LONNIE_KUBERA_WY6X6H.eft,,,,,,,,,,,,,,,
JOHNATHON,,BUZZARD,,ISIAH,MACK,SPECKMAN,,03/26/1941,USA,MA,North Miami Beach,,M,B,387941993,PLE,GRN,71,1294,9605 FOREST KNOLL,APT 21,Buena Park,MA,77532-2357,MNG,(975)9462098,232-245-3768,(229)8767188,3462131879,(330)8407720,JOHNATHON.BUZZARD@TRPS.ORG,USA,,FRO,2814238476,M,QECWW43,H-1C,OVDLNMV1B1,BP4W3WOHPZ,2G9ME5DI,,,5V198W6FM,H7Q3YQ,CUMQVV41WF,4VYZ7JP3,Korean Air,8529 BUTTERFIELD ROAD,,Knoxville,SC,83421,ALB,GUADALUPE LAVEE@Korean Air.CO.UK,3058169224,GUADALUPE LAVEE,ACP,FPO,QKB,JOHNATHON_BUZZARD_P9E6DB.eft,,ELFGL,07/22/2005,07/22/2006,GXV,Yellow,Terminal 1,False,True,False,True,True,True,A,
SHARI,,TIEMENS,,MYRA,,GENRE,SR,07/21/1998,MUS,,,,F,U,220733374,ONG,PNK,23,179,263 BRINVILLE RD,ROOM 447,San Juan Capistrano,WI,83031,BDI,(410)3024611,4652923997,(732)2024637,379-367-6163,(924)3313901,SHARI.TIEMENS@NJFR.EDU,USA,,ALA,2876196476,M,LBG81ND,SK-4,GOCHG0BRV1,D8L51RH3WZ,9EQHRJUA,,,UWG0MPBIT,49RYLW,FBCUT4W51O,J7LBV89U,Umbrella Corporation,5561 LOUDOUN ST,,Greenwood,AK,50517,PHL,CLAUDE KROL@Umbrella Corporation.COM,(272)9626646,CLAUDE KROL,GA,DCM-PFP,PEC,,FAKE712852,,,,,,,,,,,,,,
ANNAMARIA,,REMEDER,,JOANN,DUSTY,SHEKEY,V,04/22/1980,USA,ID,Los Altos,,F,A,254166638,BRO,BLK,60,704,7406 MONTEZUMA HWY,,Addison,IN,93439,TUR,313-471-2704,465-974-2951,6728691128,(874)8191054,572-821-5009,ANNAMARIA.REMEDER@OWHR.GOV,USA,,USA,9945312254,P,,,MRJ7Z8EWTM,,,,,,,,,American Airlines,2917 FLORA SPRINGS RD,ROOM # 95,Orange,OK,80066,CZE,NED FANTASIA@American Airlines.COM,370-642-2891,NED FANTASIA,GA,PCS-PFP,YBS,,FAKE768773,,,,,,,,,,,,,,
STEFANY,KASSIE,HEMKEN,,SHELBA,,CARKHUFF,,06/23/1914,USA,IL,La Crosse,Roswell county,F,W,270964977,XXX,MUL,85,914,4675 KNOX PLACE,,Edmond,OR,71216,CZE,6254204974,4458105412,(316)4546262,(888)4751863,341-291-9107,STEFANY.HEMKEN1914@VRIJ.NET,USA,,USA,2898438737,P,8G9E1K8,C-2,XC17VL7EVJ,O4LYPUL7UH,I3CMHXYT,,,VCAHLVAIS,96RVY8,9Z98OUD7L5,I454IZHW,Praxair,8665 CHLOE,,Deltona,NJ,44647,CHN,FERDINAND FROEBE@Praxair.COM,998-415-9621,FERDINAND FROEBE,AW,FPO,BLI,STEFANY_HEMKEN_43TJMI.eft,,AEKU7,09/21/2010,09/21/2011,XFY,Black,Concourse B,True,False,True,True,True,False,I,Leave of Absence
OLEN,RONALD,WATERHOUSE,,XAVIER,,CICCARONE,VI,03/21/1984,USA,IN,Newark,,M,A,260022786,PNK,GRN,27,880,4146 PIPELINE ST,,Streamwood,MS,67682,REU,(989)8245227,8342561633,903-918-9128,3865856273,(638)3365945,OLEN.WATERHOUSE@DNBQ.COM,USA,10/22/2004,USA,6929170593,M,,,U586QHTHAW,,,,,,,,,Ecolab,3309 BIRCHWOOD ST,APT # 416,Daytona Beach,MO,52009,FSM,LAUREN BRANZ@Ecolab.COM,9333891706,LAUREN BRANZ,ACP,FPO,SHR,OLEN_WATERHOUSE_1ATP3Z.eft,,ID52Q,09/27/2009,09/27/2010,CED,Yellow,Concourse B,False,False,True,True,True,False,S,Employer Direction
TERENCE,,DANNEMAN,,GARTH,MILFORD,LANNAN,JR,08/22/1989,USA,TN,Frisco,,M,W,483167950,BLU,MUL,29,143,9151 WHITE PINE BOULEVARD,APARTMENT # 475,North Miami Beach,NY,78659,PNG,426-752-3661,462-223-8671,6803368182,5614753554,(375)5319071,TERENCE.DANNEMAN@CBUR.EDU,USA,06/27/1995,USA,5633171377,M,,,0P4DJ1GSWX,,,,,,,,,HTC Corp,3201 BARLEY PL,OFFICE # 482,Lake Havasu,AL,42840,PRY,DEANGELO IGNACIO@HTC Corp.ORG,4619502325,DEANGELO IGNACIO,GA,PCS-PFP,CHU,,FAKE293122,,,,,,,,,,,,,,
MARCUS,,ZAKAR,III,RUDOLPH,TRINIDAD,CLAES,,06/22/1998,USA,CO,Kingsville,West Palm Beach county,M,W,654001009,ONG,GRN,94,89,9691 S PL,SUITE 206,Highland Park,ME,26154,TKM,7455302611,779-956-7461,(985)6101527,661-789-8289,331-958-8874,MARCUS.ZAKAR1998@WEQB.GOV,USA,,USA,3524300510,P,EVWIMCH,C-2,X87DTDA9RA,M9C6XU0AHC,Y9RB9X9X,,,VH0ARPKRA,ZFX67F,4DRZM008IH,IT43ZSEB,Luxair Airlines,904 BRUCETON MILLS ROAD,,Bell,AL,84801-2365,UGA,JAMES VACHA@Luxair Airlines.GOV,7228244802,JAMES VACHA,AW,FPO,RNO,MARCUS_ZAKAR_RRO5AM.eft,,OOL08,11/21/2010,11/21/2011,RWI,Yellow,Food Court,True,True,False,True,False,True,P,
DONG,,SWAINE,,DEVON,,ROCCO,,02/22/1972,USA,SD,New London,,U,U,603588710,GRN,MUL,101,251,2527 DOUGLASS RD,APT 482,Delray Beach,WA,54589,ASM,207-809-3799,2853770338,(577)2324634,(293)5079282,4138011007,DONG.SWAINE1972@DLOD.CO.UK,USA,,USA,3153384229,M,,,IGQYLC6VX6,,,,,,,,,Grupo Taca,4491 HURON,APARTMENT # 376,DeKalb,CO,77196,ATG,CLYDE WINNE@Grupo Taca.EDU,2906681319,CLYDE WINNE,GA,MDW-PFP,WNN,,FAKE364078,,,,,,,,,,,,,,
EDGAR,RONNY,VALIQUETTE,,STEWART,GARRET,ALDERFER,,11/22/1938,USA,KY,Madison Heights,,U,U,377135870,XXX,MAR,81,1225,9973 HELEN MARIE PLACE,,Duncanville,MI,72427-9480,NLD,948-360-4595,(429)4139448,(371)6475395,(457)7633300,688-397-9144,EDGAR.VALIQUETTE@EXZI.EDU,BVT,,USA,2832981453,P,,,AKXWIHNFNB,,,A539224590,65078923665,,,,,Ecolab,8949 PRESTON,,Portsmouth,GA,89372-9350,PYF,NORBERT VONSEEGER@Ecolab.COM,(643)5128652,NORBERT VONSEEGER,ACP,FPO,YGX,EDGAR_VALIQUETTE_WGZ96B.eft,,,,,,,,,,,,,,,
DELL,,HURSH,,DELLA,,MASELLI,,08/27/1948,USA,PA,Boulder,Woodbury county,F,U,594933604,PLE,BRO,53,1099,926 SARATOGA HIGHWAY,,West Jordan,NC,50396-2748,BEL,555-364-8898,661-976-5630,921-301-6599,(878)4450278,(859)2832712,DELL.HURSH@UPSO.NET,USA,,USA,6348665045,M,,,SHKRVDRRIF,,,,,,,,,Fresenius SE,3150 CRESTA ROAD,,Euless,NM,36388-4374,PCN,HYMAN CRANDAL@Fresenius SE.EDU,750-772-2321,HYMAN CRANDAL,AW,FPO,OBU,DELL_HURSH_F1FR6X.eft,,VFPJ7,10/26/2001,10/26/2002,EJD,Black,Concourse A,True,False,False,True,False,True,S,Employer Direction
EMOGENE,,TEISBERG,V,ULA,JUSTA,LAFRENIERE,I,05/25/1944,USA,NC,Bowling Green,,F,A,611782574,BRO,BRO,69,879,138 POPLAR RD,,Upper Arlington,MA,39370-5768,CYP,(584)8151209,9169291910,7862721901,9504930876,3449999880,EMOGENE.TEISBERG1944@FKIW.CO.UK,USA,,USA,3153967982,M,,,0W9XVE3XSU,,,,,,,,,Hindustan Unilever,6929 ROLLING RANCH,APARTMENT 69,Cerritos,GA,95638-7609,KIR,PALMER MCCUBREY@Hindustan Unilever.NET,6576397719,PALMER MCCUBREY,ACP,FPO,BHB,EMOGENE_TEISBERG_00JPF5.eft,,DUSUT,02/26/2002,02/26/2003,OZM,Blue,Food Court,False,True,True,True,True,True,R,Termination
